idMoTa,idPhanLoai,moTa_vi,moTa_en,ghiChu
,508,Thân nhẵn và quấn sang phải. Lá hình tim với 7-9 gân chính tỏa ra kiểu chân vịt. Quả nang khô có ba cánh rộng.,"Stem glabrous, twining dextrorsely. Leaves cordate with 7-9 principal veins radiating palmately. Capsule dry with three broad wings.",
,507,"Cánh hoa có đặc điểm bị xẻ sâu thành nhiều thùy hẹp trông như dải lụa. Quả hạch hình trứng nhẵn, khi chín màu xanh lam hoặc tím.","Petals characteristically deeply dissected into numerous narrow lobes resembling silk ribbons. Drupe ovoid, glabrous, at maturity blue or purple.",
,646,"Cụm hoa dạng bông hoặc chùm. Quả là dạng quả mọng nhỏ, hình cầu, khi chín chuyển từ màu đỏ sang đen và mọc thành từng chùm.","Inflorescence racemose or paniculate. Fruit small berries, globose, at maturity transitioning from red to black, arranged in clusters.",
,647,"Toàn thân có lông và có nhựa mủ trắng sữa đặc trưng. Cụm hoa dạng chén, tập hợp thành các xim dày đặc hình cầu ở kẽ lá hoặc đầu cành.","Entire plant pubescent, exuding characteristic milky white latex. Inflorescence cyathial, aggregated into dense globose cymes in leaf axils or at branch apices.",
,651,"Quả nang có dạng dẹt lõm ở hai đầu giống quả bí ngô nhỏ, khi chín thường có màu hồng hoặc đỏ, nứt ra lộ các hạt vỏ màu đỏ tươi.","Capsule depressed at both ends resembling miniature pumpkin, at maturity typically pink or red, dehiscing to reveal seeds with bright red aril.",
,650,"Quả nang khi chín khô nứt ra làm 3-4 mảnh, bên trong chứa các hạt có lớp vỏ ngoài mọng nước, màu xanh lam ánh kim rất đặc trưng.","Capsule at maturity dry, dehiscing into 3-4 segments, containing seeds with fleshy outer coat, characteristically metallic blue.",
,649,"Lá nhỏ xếp sít nhau trên các cành con mảnh trông giống như một lá kép lông chim. Quả nang rất nhỏ hình cầu, nằm dọc mặt dưới của cành.","Small leaves densely arranged on slender branchlets resembling pinnately compound leaf. Capsules very small, globose, positioned along abaxial surface of branches.",
,652,"Quả mọng hình cầu, khi chín chuyển sang tím sẫm hoặc đen hoàn toàn, trông giống như một hạt cườm nhỏ.","Berry globose, at maturity transitioning to dark purple or completely black, resembling small bead.",
,653,"Thân rỗng. Lá lớn chia 7-11 thùy sâu hình chân vịt. Quả nang có gai mềm, khi chín nứt thành ba mảnh, mỗi mảnh chứa một hạt lớn.","Stem hollow. Leaves large, palmately divided into 7-11 deep lobes. Capsule bearing soft spines, at maturity dehiscing into three segments, each containing one large seed.",
,533,"Đặc điểm nhận dạng chính là diệp trạng hình mũi mác cong như tai người. Quả đậu dẹt, khi chín xoắn lại thành nhiều vòng.","Primary identification feature is lanceolate phyllode curved like human ear. Legume flattened, at maturity spirally coiled into multiple turns.",
,534,"Quả đậu hình trụ, khi khô có màu nâu và phát ra tiếng kêu lạo xạo khi lắc do hạt long ra bên trong.","Legume cylindrical, when dry brown, producing rattling sound when shaken due to loose seeds within.",
,538,"Mọc bò sát đất và tạo thảm dày. Quả đậu dẹt, hơi cong, chia nhiều đốt, có lông móc giúp bám vào quần áo để phát tán.","Growing prostrate forming dense mat. Legume flattened, slightly curved, lomentaceous, bearing hooked trichomes facilitating attachment to clothing for dispersal.",
,535,"Thân và cành có gai nhọn và phủ lông cứng. Quả đậu dẹt có lông, khi chín gãy thành từng đốt một hạt. Loài xâm lấn nguy hiểm.","Stem and branches bearing acute spines, covered with stiff trichomes. Legume flattened, pubescent, at maturity fragmenting into single-seeded articles. Dangerous invasive species.",
,539,Đặc điểm nổi bật nhất là lá kép lông chim có phản ứng cụp xuống và khép lại cực kỳ nhanh khi bị chạm vào. Cụm hoa cầu màu hồng tím.,"Most distinctive feature is bipinnate leaves exhibiting extremely rapid nyctinastic response, folding downward and closing when touched. Inflorescence globose, purplish-pink.",
,537,"Cụm hoa dạng bông thẳng đứng ở ngọn, trông giống như một cây nến lớn màu vàng rực. Quả đậu lớn có bốn cạnh cánh dọc.","Inflorescence erect raceme at apex, resembling large brilliant yellow candle. Legume large with four longitudinal ridges.",
,536,"Hoa thường mọc thành cặp ở kẽ lá màu vàng tươi. Quả đậu rất dài, mảnh, tiết diện gần như bốn cạnh, hơi cong như lưỡi hái.","Flowers typically paired in leaf axils, bright yellow. Legume very elongate, slender, cross-section nearly tetragonal, slightly curved like sickle blade.",
,529,Có các tuyến lớn hình đĩa ở gốc cuống lá. Cụm hoa dạng chùm mang hoa màu tím hoặc hồng nhạt.,"Bearing large discoid glands at petiole base. Inflorescence racemose, bearing purple or pale pink flowers.",
,530,"Thân mảnh có lông. Cụm hoa mang hoa màu vàng tươi. Quả đậu dài hình trụ hẹp, khi khô có màu đen và phủ lông.","Stem slender, pubescent. Inflorescence bearing bright yellow flowers. Legume elongate, narrowly cylindrical, when dry black and pubescent.",
,601,Đặc điểm nhận dạng quan trọng là đầu lá kéo dài và xoắn lại thành một tua cuốn khỏe giúp cây bám leo.,Important identification feature is leaf apex prolonged and coiled into robust tendril facilitating climbing attachment.,
,443,"Thân vuông đặc trưng. Đặc điểm nổi bật nhất là cụm hoa hình đầu cầu, rất dày đặc, mọc ở nách lá, chứa nhiều hoa nhỏ màu trắng.","Stem characteristically square. Most distinctive feature is globose capitulum, very dense, axillary, containing numerous small white flowers.",
,635,"Thân và cuống lá thường màu hơi đỏ. Cụm hoa dạng ngù mọc đối diện lá, hoa cánh đỏ hoặc hồng, tâm trắng. Quả mọng chín đỏ sẫm hoặc đen.","Stem and petioles typically reddish-tinged. Inflorescence corymbose, opposite leaves, petals red or pink, center white. Berry at maturity dark red or black.",
,452,Những tản nhỏ hình bầu dục màu xanh lục. Mỗi tản có một rễ duy nhất buông xuống nước và khả năng sinh sản vô tính nhanh chóng.,Small ellipsoid green fronds. Each frond with single root descending into water and capability for rapid vegetative reproduction.,
,642,Cấu trúc rễ biến đổi thành giác mút xâm nhập cây chủ. Hoa hình ống xanh lục ở gốc và cam hoặc đỏ ở phần trên.,"Root structure modified into haustoria penetrating host plant. Flowers tubular, greenish at base, orange or red in upper portion.",
,445,"Cụm hoa lớn hình tháp đầu cành, cánh hoa tím hoặc hồng, mép nhăn nheo. Quả nang hình cầu khi già hóa gỗ.","Large pyramidal terminal inflorescence, petals purple or pink, margins crisped. Capsule globose, lignifying with age.",
,458,Hoa lớn đơn độc màu vàng tươi với đốm đỏ tía ở tâm. Quả nang hình thoi chứa hạt mùi xạ hương đặc trưng.,"Flowers large, solitary, bright yellow with reddish-purple spots at center. Capsule rhomboid containing characteristically musky-scented seeds.",
,480,Thân thường có gai hình nón khi non và bạnh vè lớn ở gốc. Quả nang chín giải phóng sợi bông mềm màu trắng bạc.,Stem typically bearing conical spines when young and large buttress roots at base. Mature capsule releasing soft silvery-white cotton fibers.,
,479,"Đặc điểm quan trọng là đài hoa lớn, mọng nước và có màu đỏ tươi sau khi hoa tàn.","Important feature is large calyx, fleshy, becoming bright red post-anthesis.",
,481,"Lá hình thoi, răng cưa nửa trên nhưng nguyên ở gốc. Hoa nhỏ màu vàng nhạt đến cam mọc ở nách lá.","Leaves rhomboid, serrate in upper half but entire at base. Flowers small, pale yellow to orange, axillary.",
,659,Đặc điểm chính là lá khi vò nát với nước sẽ tạo ra chất dịch đông lại thành thạch (sương sâm) màu xanh.,"Primary feature is leaves when crushed with water producing mucilage coagulating into gel (grass jelly), green.",
,658,Đặc điểm quan trọng là thân cây có nhiều nốt sần sùi đặc trưng giống da cóc và có vị rất đắng.,Important feature is stem bearing numerous characteristic tubercles resembling toad skin and intensely bitter taste.,
,619,Thân mảnh mọc tỏa từ gốc. Cây nhỏ bé mọc sát đất và có vị đắng. Hoa trắng nhỏ nách lá.,"Stems slender, radiating from base. Plant diminutive, prostrate with bitter taste. Flowers white, small, axillary.",
,541,Các cành nhỏ duyên dáng rủ xuống. Khả năng phát triển các rễ khí từ thân và cành. Quả sung nhỏ chín màu cam hoặc đỏ.,"Small branches gracefully pendulous. Capability to develop aerial roots from stem and branches. Syconium small, at maturity orange or red.",
,544,"Các bộ phận (cành, lá, quả) đều bao phủ một lớp lông cứng, ráp. Quả sung mọc thành chùm lớn trực tiếp trên thân và cành già.","All parts (branches, leaves, fruits) covered with coarse, hispid indumentum. Syconia arranged in large clusters directly on trunk and old branches (cauliflorous).",
,540,"Đặc điểm chính là hệ thống rễ khí đồ sộ, thả từ cành xuống đất phát triển thành các thân phụ dày như cột.","Primary feature is massive aerial root system, descending from branches to ground, developing into pillar-like prop roots.",
,542,"Thường bắt đầu như một cây siết cổ. Đặc điểm là quả sung rất nhỏ, dạng quả đậu, mọc thành cặp ở nách lá.","Typically initiating as strangler fig. Characteristic feature is syconium very small, legume-like, paired in leaf axils.",
,543,Đặc điểm quan trọng là quả sung mọc thành từng chùm rất lớn trực tiếp trên thân và các cành chính.,Important feature is syconia arranged in very large clusters directly on trunk and main branches (cauliflorous).,
,545,"Quả sung mọc thành cặp ở nách lá, không có cuống, khi chín màu vàng hoặc cam.","Syconia paired in leaf axils, sessile, at maturity yellow or orange.",
,637,"Vỏ cây dày, xốp, nhiều lớp như giấy màu trắng hoặc xám nhạt. Lá thơm đặc trưng khi vò nát. Cụm hoa bông trắng đầu cành.","Bark thick, spongy, multilayered papery, white or pale gray. Leaves characteristically aromatic when crushed. Inflorescence white, paniculate, terminal.",
,604,Lá có 3 đến 5 gân chính hình cung chạy dọc. Hoa lớn màu hồng tím mọc ở đầu cành.,"Leaves with 3-5 principal arcuate longitudinal veins. Flowers large, purplish-pink, terminal.",
,638,Các cành non thường có 4 cạnh hoặc có cánh. Quả mọng bầu dục khi chín màu trắng hoặc hồng.,"Young branches typically 4-angled or winged. Berry ellipsoid, at maturity white or pink.",
,639,"Phiến lá khá lớn gần tròn. Quả mọng có hình dẹt ở hai đầu, khi chín màu đỏ hoặc tím.","Leaf blade quite large, suborbicular. Berry depressed at both ends, at maturity red or purple.",
,606,"Đặc điểm nổi bật nhất là đầu lá kéo dài ra thành một cái ""ấm"" có nắp dùng để bẫy và tiêu hóa côn trùng.",Most distinctive feature is leaf apex extended into lidded pitcher serving to trap and digest insects.,
,622,Đặc điểm nhận dạng chính là sự hiện diện của lớp lông màu nâu che phủ trên cuống lá và trục lá.,Primary identification feature is presence of brown indumentum covering petioles and rachis.,
,621,Khả năng sinh sản vô tính thông qua các thân bò dài đâm rễ ở các mấu để tạo cây mới.,Capability for vegetative reproduction via elongate stolons rooting at nodes to produce new plantlets.,
,627,Có các cụm rễ phao màu trắng xốp giúp cây nổi. Hoa trắng đơn độc nách lá có gốc màu vàng.,"Bearing clusters of white spongy pneumatophores facilitating flotation. Flowers white, solitary, axillary with yellow base.",
,628,"Hoa có 4 cánh màu vàng tươi. Quả nang dài hình trụ, khi khô nứt thành 8 mảnh.","Flowers with 4 bright yellow petals. Capsule elongate-cylindrical, when dry dehiscing into 8 segments.",
,560,"Lá hữu thụ bị xẻ rất sâu thành các thùy hẹp dài giống như gạc nai, với mép lá cuốn lại che túi bào tử.","Fertile fronds deeply dissected into narrow elongate lobes resembling deer antlers, with revolute margins concealing sporangia.",
,607,Hoa và quả được bao bọc bởi một mạng lưới gồm 3 lá bắc xẻ sợi nhỏ có chất dính.,Flowers and fruits enclosed by reticulate structure composed of 3 finely dissected viscid bracts.,
,657,"Quả mọng màu tím đen khi chín, được tạo thành từ 8-10 lá noãn riêng biệt xếp thành vòng.","Berry purplish-black at maturity, formed from 8-10 distinct carpels arranged in whorl.",
,565,Thân mọng nước mờ trong. Lá hình tim xanh lục bóng. Cụm hoa dạng bông dài mảnh.,"Stem succulent, translucent. Leaves cordate, lustrous green. Inflorescence elongate slender spike.",
,592,"Có mạng lưới các cành gai cứng, phân nhánh phức tạp ở các đốt phía dưới thân tạo hàng rào phòng thủ.","Bearing reticulate network of rigid spinose branches, intricately branched at lower stem nodes forming defensive barrier.",
,579,Mọc thành thảm dày đặc ở nơi ngập nước. Có lông rậm ở các mấu và bẹ lá.,Growing in dense mats in inundated areas. Densely pubescent at nodes and leaf sheaths.,
,585,"Cụm hoa bông dày đặc, mỗi gai được bao quanh bởi một vòng lông cứng giúp bám phát tán.","Inflorescence densely spicate, each spikelet surrounded by whorl of rigid bristles facilitating attachment for dispersal.",
,570,Đặc điểm độc đáo là cấu trúc hình giọt nước cứng và bóng như sứ bao bọc gốc cụm hoa cái.,"Unique feature is indurate, porcelain-lustrous teardrop-shaped structure enclosing base of pistillate inflorescence.",
,575,Lan rộng bằng cả thân bò và thân rễ. Cụm hoa có 4-5 nhánh mảnh tỏa ra từ một điểm giống ngón tay.,Spreading via both stolons and rhizomes. Inflorescence with 4-5 slender branches radiating digitately from single point.,
,669,Thân bò lan đâm rễ ở mấu dưới. Cụm hoa gồm vài nhánh dài mảnh tỏa từ đỉnh cuống hoa.,Stoloniferous stem rooting at nodes. Inflorescence comprising several elongate slender branches radiating from peduncle apex.,
,578,Cụm hoa bông con ngắn xếp hàng dọc trục chính. Bông chét thường không có râu.,Inflorescence with short branches arranged along main axis. Spikelets typically awnless.,
,580,Rất giống lúa khi còn non. Các bông chét thường có một chiếc râu dài ngắn khác nhau hoặc không.,Closely resembling rice when young. Spikelets typically with single awn of variable length or awnless.,
,588,Gốc thân dày và xốp chứa mô khí giúp đứng vững trong nước. Cụm hoa bông dài hình trụ.,"Culm base thick and spongy, containing aerenchyma facilitating stability in water. Inflorescence elongate cylindrical spike.",
,574,Bông chét dẹp mạnh hai bên và xếp chồng lên nhau. Hoa có 6 nhị (đặc điểm khác thường ở cỏ).,"Spikelets strongly compressed laterally, imbricate. Flowers with 6 stamens (unusual feature in grasses).",
,583,"Đặc điểm quan trọng là hệ thống thân rễ cứng, sắc nhọn lan rộng mạnh mẽ dưới lòng đất.","Important feature is system of rigid, sharply-pointed rhizomes spreading vigorously underground.",
,590,Cụm hoa bao gồm hai bông dài mảnh mọc đối ở đỉnh cuống tạo hình chữ V đặc trưng.,"Inflorescence comprising two elongate slender racemes, opposite at peduncle apex forming characteristic V-shape.",
,591,Mọc thành đám lớn dày đặc nhờ thân rễ rộng. Cụm hoa rậm rạp dạng lông vũ màu nâu tía hoặc bạc.,"Growing in large dense colonies via extensive rhizomes. Inflorescence plumose, purplish-brown or silvery.",
,586,Cụm hoa chùy trắng bạc do bao phủ bởi rất nhiều lông tơ dài mềm mượt.,Inflorescence silvery-white clavate due to dense covering of long soft silky trichomes.,
,595,Hình dáng thanh mảnh. Cụm hoa chùy lớn thoáng đãng trông như một đám sương.,"Form slender. Inflorescence large clavate, diffuse resembling cloud of mist.",
,629,Có bẹ chìa bao quanh thân ở gốc mỗi cuống lá. Cụm hoa bông dày đặc mang nhiều hoa hồng hoặc trắng.,Bearing ochrea encircling stem at base of each petiole. Inflorescence densely spicate bearing numerous pink or white flowers.,
,557,"Lá đơn rất dài hẹp, dai như da. Mặt dưới lá phủ bào tử màu nâu dày đặc khi trưởng thành.","Fronds simple, very elongate-linear, coriaceous. Abaxial surface densely covered with brown sporangia at maturity.",
,556,Lá có hai hình thái: lá bất thụ tròn áp sát giá thể; lá hữu thụ dài hẹp thẳng đứng mang túi bào tử.,"Dimorphic fronds: sterile fronds orbicular, appressed to substrate; fertile fronds elongate-linear, erect, bearing sporangia.",
,598,Các cuống lá phình to chứa mô xốp giúp nổi. Hoa tím xanh lam có đốm vàng.,Petioles inflated containing spongy aerenchyma facilitating flotation. Flowers purplish-blue with yellow markings.,
,559,Lá kép khổng lồ cao vài mét. Lá chét ngọn hữu thụ có mặt dưới bao phủ hoàn toàn túi bào tử nâu vàng.,"Compound fronds gigantic, several meters tall. Apical fertile pinnae with abaxial surface completely covered by brownish-yellow sporangia.",
,471,Lá dày cứng như da mọc đối. Quả phức hình cầu tạo thành từ nhiều hoa nhỏ dính liền nhau.,"Leaves thick, coriaceous, opposite. Syncarp globose, formed from numerous small flowers coalesced.",
,468,Gốc thân phình to thành củ lớn sần sùi có nhiều khoang và đường hầm cho kiến trú ngụ.,Stem base swollen into large tuberculate caudex containing numerous chambers and galleries for ant habitation.,
,476,"Quả phức hình trứng có nhiều mắt lồi, khi chín màu trắng xanh và mùi khai nồng đặc trưng.","Syncarp ovoid with numerous protuberances, at maturity greenish-white with characteristic intensely fetid odor.",
,472,Cụm hoa hình cầu đầu cành màu vàng cam trông giống quả bóng. Quả phức cũng hình cầu.,"Inflorescence globose, terminal, orange-yellow resembling ball. Syncarp also globose.",
,670,Hoa rất nhỏ màu trắng có cuống dài mảnh mọc thành cụm dạng ngù ở nách lá.,"Flowers very small, white, on elongate slender pedicels, arranged in corymbose axillary clusters.",
,475,Mặt dưới lá và thân non phủ lông tơ dày màu nâu. Toàn bộ cây có mùi khó chịu đặc trưng khi vò nát.,Leaf abaxial surface and young stems covered with dense brown tomentum. Entire plant emitting characteristic unpleasant odor when crushed.,
,474,Lá hình dải hoặc mũi mác hẹp. Có mùi khó chịu đặc trưng khi bị vò nát.,Leaves linear or narrowly lanceolate. Emitting characteristic unpleasant odor when crushed.,
,473,Leo bò bám cây chủ nhờ rễ phụ ở mấu. Quả mọng hình cầu chín màu trắng.,"Climbing or creeping, adhering to host via adventitious roots at nodes. Berry globose, at maturity white.",
,469,Có các cặp móc câu cứng cong ngược (biến dạng cụm hoa) giúp bám leo.,Bearing pairs of rigid recurved hooks (modified inflorescence) facilitating climbing attachment.,
,478,Lá kép ba lá chét mọc đối. Có tuyến tinh dầu trong mờ (chấm nhỏ) nhìn thấy dưới ánh sáng.,"Leaves trifoliolate, opposite. Bearing translucent oil glands (pellucid dots) visible against light.",
,451,"Lá nổi hình tròn, mép cong gập vào trong tạo hình mũ trùm đầu hay cái phễu.","Floating leaves orbicular, margins curved inward forming hood or funnel shape.",
,563,Mùi tanh cá đặc trưng khi vò nát. Cụm hoa bông nhỏ có bốn lá bắc trắng trông như cánh hoa.,Characteristic fishy odor when crushed. Inflorescence small spike with four white bracts resembling petals.,
,460,"Trục lá chính dài mảnh dai quấn lên cây khác, có khả năng mọc dài vô hạn.","Main rachis elongate, slender, twining around other plants, with indeterminate growth capability.",
,567,Hoa nhỏ trắng ở nách lá và lá có vị hơi ngọt. Thường mọc vòng ba lá một.,"Flowers small, white, axillary; leaves slightly sweet-tasting. Typically whorled in threes.",
,671,Hoa nhỏ cấu trúc hai môi màu tím xanh lam có đốm vàng ở môi dưới.,"Flowers small, bilabiate, purplish-blue with yellow markings on lower lip.",
,465,Tại mỗi mấu thân thường có từ hai hoa trở lên. Quả mọng thường mọc thẳng đứng có vị rất cay.,"At each stem node typically bearing two or more flowers. Berry typically erect, intensely pungent.",
,466,Quả mọng vàng bao bọc hoàn toàn bên trong đài hoa phồng to giống túi giấy hay đèn lồng.,"Berry yellow, completely enclosed within inflated calyx resembling paper bag or lantern.",
,464,Hoa nhỏ trắng nhị vàng nổi bật. Quả mọng hình cầu khi chín màu đen.,"Flowers small, white with conspicuous yellow anthers. Berry globose, at maturity black.",
,463,"Có gai nhọn thưa thớt trên thân và lá. Hoa trắng, quả mọng hình cầu khi chín màu vàng.","Bearing scattered acute spines on stem and leaves. Flowers white; berry globose, at maturity yellow.",
,625,"Lá kép một lần xẻ thùy sâu, phủ lông tơ mịn. Cặp gân gốc các thùy hợp nhất dưới khe giữa.","Fronds once-pinnate, deeply lobed, covered with fine pubescence. Basal pair of veins of lobes united below sinus.",
,546,Quả nang hình trụ có 3-6 cánh dọc và đỉnh quả chẻ thành ba sừng tỏa ra.,Capsule cylindrical with 3-6 longitudinal wings and apex splitting into three radiating horns.,
,547,"Lá mềm lông dính, gốc không đối xứng. Quả mọng đỏ ngọt và chứa rất nhiều hạt nhỏ.","Leaves soft, viscid-pubescent, base asymmetric. Berry red, sweet, containing very numerous small seeds.",
,672,"Bề mặt lá rất nhám sờ vào như giấy nhám do lớp lông cứng, có thể dùng đánh bóng.","Leaf surface very scabrous, feeling like sandpaper due to stiff trichomes, usable for polishing.",
,561,Có lá kèm lớn bao chồi đỉnh để lại sẹo vòng quanh thân. Lá lớn và có mùi thơm.,"Bearing large stipules enclosing terminal bud, leaving annular scar around stem. Leaves large and aromatic.",
,562,Rễ hoặc thân có màu hơi đỏ. Hoa rất nhỏ mọc thành các cụm dày đặc hình cầu ở nách lá.,"Roots or stems reddish-tinged. Flowers very small, arranged in dense globose axillary clusters.",
,644,Cụm hoa đầu phẳng đổi màu theo độ tuổi (vàng sang cam đỏ). Lá mùi hăng đặc trưng.,Inflorescence flattened capitulum changing color with age (yellow to orange-red). Leaves with characteristic pungent odor.,
,643,Lá mọc đối răng cưa mùi khó chịu khi vò. Quả hạch nhỏ cầu chín màu đen.,"Leaves opposite, serrate, unpleasant odor when crushed. Drupe small, globose, at maturity black.",
,673,Lá kép ba lá chét răng cưa. Leo bằng tua cuốn phân nhánh mọc đối diện lá.,"Leaves trifoliolate, serrate. Climbing via branched tendrils opposite leaves.",
,609,Thân mọng nước nhiều đốt thường tiết diện 4 cạnh. Leo bằng tua cuốn.,"Stem succulent, multinodal, typically 4-angled in cross-section. Climbing via tendrils.",
,611,"Thân mọng nước tiết diện vuông rõ rệt 4 cạnh lồi, bị thắt lại ở các mấu.","Stem succulent, cross-section distinctly square with 4 prominent angles, constricted at nodes.",
,612,"Tạo ra vô số rễ phụ dài mảnh màu đỏ rủ xuống đất tạo thành một bức ""màn"".",Producing numerous slender red adventitious roots descending to ground forming curtain-like structure.,
,564,Lá lớn xếp xoắn ốc quanh thân. Hoa trắng cánh nhăn nheo như giấy mọc từ lá bắc đỏ nâu.,"Leaves large, spirally arranged around stem. Flowers white with papery crisped petals, emerging from reddish-brown bracts.",
